160,128,96,160.0,128.0,96.0,0.0
160,155,143,160.0,136.4164645851951,111.57474372256252,0.0
132,132,111,153.02224780939386,135.3669230918732,111.43169088198333,0.0
156,148,147,153.6162847041106,137.79263461912444,118.52026568993087,0.0
139,146,141,151.18538972888769,139.11470185583673,122.25587757677603,0.0
160,148,139,152.44234184150153,140.34740727493124,124.6418724036746,0.0
160,155,131,153.38555850074206,142.13257860624867,125.43488893856961,0.0
150,146,147,153.00991068101106,142.55258872428087,127.82633026960927,0.0
153,147,140,153.0089208517292,142.9882722054535,129.0415601262032,0.0
151,148,140,152.8264977838134,143.43543412285038,130.0361956419617,0.0
160,132,148,153.4236764533828,142.4987035664281,131.5310004681945,0.0
140,153,151,152.39205371957542,143.293788645797,133.02661055434405,0.0
151,149,160,152.29270679945688,143.6954166110155,134.95089543404265,0.0
119,149,140,150.07494876663984,144.04422716011385,135.28711521690593,0.0
115,175,143,115.0,175.0,143.0,0.0
154,147,141,127.94493434906433,166.27181450424212,142.33724494797607,0.0
132,151,145,128.95547875009532,162.64257607351908,143.00000064065296,0.0
160,147,141,135.14860357070265,159.63900240944756,142.60141115161733,0.0
143,147,134,136.4544018987206,157.60307367777514,141.17205556856527,0.0
160,146,145,139.81197397120943,155.9933165746731,141.71752790687012,0.0
145,155,136,140.45945398106224,155.87229770072355,141.0044100745869,0.0
151,150,141,141.62899015357863,155.23455378836218,141.0039210237951,0.0
160,153,144,143.4637947914835,155.01564932618743,141.30300295268202,0.0
156,147,132,144.60216368849154,154.30046820127095,140.45862206940782,0.0
160,211,141,145.8840005271288,158.94499532635635,140.50367123200922,0.0
153,150,136,146.43087208317894,158.267742535332,140.15769885123584,0.0
157,181,144,147.18516072312823,159.86773765356975,140.43180908193975,0.0
156,147,140,147.77235180771115,159.0216009624366,140.40305492288607,0.0
156,144,115,148.28620477351237,158.09477386950175,138.81706671813268,0.0
160,150,140,148.97478762826984,157.62435163030818,138.88658123503188,0.0
159,162,141,149.53139752979038,157.86467465665766,139.0038829633934,0.0
